Variable 1,Variable 2,Correlation,P-value
C4H73AC = Exercise/Activity A – Coded,C4H73BI = What is the intensity of exercise/activity B?,0.5091695348873211,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73AC = Exercise/Activity A – Coded,0.5091695348873211,0.0
C4H73BC = Exercise/Activity B – Coded,C4H73AI = What is the intensity of exercise/activity A?,0.5090688122305382,0.0
C4H73AI = What is the intensity of exercise/activity A?,C4H73BC = Exercise/Activity B – Coded,0.5090688122305382,0.0
C4BHA1C = Blood Hemoglobin A1c %,C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),0.5054438656598852,0.0
C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),C4BHA1C = Blood Hemoglobin A1c %,0.5054438656598852,0.0
C4H73CC = Exercise/Activity C – Coded,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.5046709251748491,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4H73CC = Exercise/Activity C – Coded,0.5046709251748491,0.0
C4H73AI = What is the intensity of exercise/activity A?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.5037434225307299,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H73AI = What is the intensity of exercise/activity A?,0.5037434225307299,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4P1GS = Average BP (sitting) systolic,0.5029210537144712,0.0
C4P1GS = Average BP (sitting) systolic,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.5029210537144712,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C1PA26 = Ever had cancer,0.5026758044807151,0.0
C1PA26 = Ever had cancer,C4BTRIGL = Blood Triglycerides (mg/dL),0.5026758044807151,0.0
total_physical_activity,C4H73BFD = How many times per day do you do exercise/activity B?,-0.5011903035328644,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,total_physical_activity,-0.5011903035328644,0.0
C4H73BC = Exercise/Activity B – Coded,C4H73CC = Exercise/Activity C – Coded,0.5005823260516622,0.0
C4H73CC = Exercise/Activity C – Coded,C4H73BC = Exercise/Activity B – Coded,0.5005823260516622,0.0
C4H73BFW = How many days per week do you do exercise/activity B?,C4BHA1C = Blood Hemoglobin A1c %,-0.4974022882107306,0.0
C4BHA1C = Blood Hemoglobin A1c %,C4H73BFW = How many days per week do you do exercise/activity B?,-0.4974022882107306,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.4964506504663013,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4P1F2D = BP (sitting) 2 diastolic,0.4964506504663013,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.4955892569544485,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.4955892569544485,0.0
C4P1F3S = BP (sitting) 3 systolic,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.49133188385885346,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4P1F3S = BP (sitting) 3 systolic,0.49133188385885346,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73CFW = How many days per week do you do exercise/activity C?,0.49106922982320433,0.0
C4H73CFW = How many days per week do you do exercise/activity C?,C4H73BI = What is the intensity of exercise/activity B?,0.49106922982320433,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73CC = Exercise/Activity C – Coded,0.49045351971024403,0.0
C4H73CC = Exercise/Activity C – Coded,C4BTRIGL = Blood Triglycerides (mg/dL),0.49045351971024403,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H73AC = Exercise/Activity A – Coded,0.4891139384946563,0.0
C4H73AC = Exercise/Activity A – Coded,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.4891139384946563,0.0
C4H73CC = Exercise/Activity C – Coded,C4BHDL = Blood HDL Cholesterol (mg/dL),-0.4861709565913715,0.0
C4BHDL = Blood HDL Cholesterol (mg/dL),C4H73CC = Exercise/Activity C – Coded,-0.4861709565913715,0.0
C4H1P = Have you ever had cancer?,C4H73BFW = How many days per week do you do exercise/activity B?,0.48605526103507046,0.0
C4H73BFW = How many days per week do you do exercise/activity B?,C4H1P = Have you ever had cancer?,0.48605526103507046,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4P1F1D = BP (sitting) 1 diastolic,0.484837463146959,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.484837463146959,0.0
C4H73AI = What is the intensity of exercise/activity A?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.48065729089888354,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73AI = What is the intensity of exercise/activity A?,0.48065729089888354,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4P1F2S = BP (sitting) 2 systolic,0.4806176165151941,0.0
C4P1F2S = BP (sitting) 2 systolic,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.4806176165151941,0.0
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73CFD = How many times per day do you do exercise/activity C?,0.48028079613188385,0.0
C4H73CFD = How many times per day do you do exercise/activity C?,C4H73AFD = How many times per day do you do exercise/activity A?,0.48028079613188385,0.0
C4P1GS = Average BP (sitting) systolic,C4BTRIGL = Blood Triglycerides (mg/dL),0.4782239914444893,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4P1GS = Average BP (sitting) systolic,0.4782239914444893,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.47790106855660797,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4BTRIGL = Blood Triglycerides (mg/dL),0.47790106855660797,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,0.477133328911292,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.477133328911292,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73AFW = How many days per week do you do exercise/activity A?,0.4767316419346729,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73BI = What is the intensity of exercise/activity B?,0.4767316419346729,0.0
C4H73CFD = How many times per day do you do exercise/activity C?,C4H73BI = What is the intensity of exercise/activity B?,0.47630720437032387,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73CFD = How many times per day do you do exercise/activity C?,0.47630720437032387,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4P1F3S = BP (sitting) 3 systolic,0.4759981590582676,0.0
C4P1F3S = BP (sitting) 3 systolic,C4BTRIGL = Blood Triglycerides (mg/dL),0.4759981590582676,0.0
C4H1P = Have you ever had cancer?,C4BHA1C = Blood Hemoglobin A1c %,-0.4758514066137323,0.0
C4BHA1C = Blood Hemoglobin A1c %,C4H1P = Have you ever had cancer?,-0.4758514066137323,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.47456244622727284,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.47456244622727284,0.0
C4P1GD = Average BP (sitting) diastolic,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.47395013432899713,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4P1GD = Average BP (sitting) diastolic,0.47395013432899713,0.0
C4H73CC = Exercise/Activity C – Coded,C4H73AFD = How many times per day do you do exercise/activity A?,0.47391580549216233,0.0
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73CC = Exercise/Activity C – Coded,0.47391580549216233,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,total_physical_activity,-0.47377186658320847,0.0
total_physical_activity,C4H73AFW = How many days per week do you do exercise/activity A?,-0.47377186658320847,0.0
C1PB1=Highest level of education completed,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.4729291152552417,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C1PB1=Highest level of education completed,-0.4729291152552417,0.0
C4BHA1C = Blood Hemoglobin A1c %,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.47194711665452577,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4BHA1C = Blood Hemoglobin A1c %,-0.47194711665452577,0.0
C4H73CC = Exercise/Activity C – Coded,C4H73BI = What is the intensity of exercise/activity B?,0.47153528390887695,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73CC = Exercise/Activity C – Coded,0.47153528390887695,0.0
C4H73AC = Exercise/Activity A – Coded,C4H73BS = Seasonal exercise/activity B?,0.471291407502181,0.0
C4H73BS = Seasonal exercise/activity B?,C4H73AC = Exercise/Activity A – Coded,0.471291407502181,0.0
C4H73CI = What is the intensity of exercise/activity C?,C4H73BI = What is the intensity of exercise/activity B?,0.4707584887757356,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H73CI = What is the intensity of exercise/activity C?,0.4707584887757356,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H73AFW = How many days per week do you do exercise/activity A?,0.46974337028802987,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.46974337028802987,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4P1F3D = BP (sitting) 3 diastolic,0.46806722341250034,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.46806722341250034,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73BS = Seasonal exercise/activity B?,0.46761634540384167,0.0
C4H73BS = Seasonal exercise/activity B?,C4H73AFW = How many days per week do you do exercise/activity A?,0.46761634540384167,0.0
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73CI = What is the intensity of exercise/activity C?,0.46655254183485195,0.0
C4H73CI = What is the intensity of exercise/activity C?,C4H73AFD = How many times per day do you do exercise/activity A?,0.46655254183485195,0.0
C4H1P = Have you ever had cancer?,C4H73CFD = How many times per day do you do exercise/activity C?,0.46647627734697744,0.0
C4H73CFD = How many times per day do you do exercise/activity C?,C4H1P = Have you ever had cancer?,0.46647627734697744,0.0
C4H73BFW = How many days per week do you do exercise/activity B?,C1PB1=Highest level of education completed,-0.4659962290033001,0.0
C1PB1=Highest level of education completed,C4H73BFW = How many days per week do you do exercise/activity B?,-0.4659962290033001,0.0
C4H73CI = What is the intensity of exercise/activity C?,C4H1P = Have you ever had cancer?,0.4644060134038681,0.0
C4H1P = Have you ever had cancer?,C4H73CI = What is the intensity of exercise/activity C?,0.4644060134038681,0.0
C4H73CFW = How many days per week do you do exercise/activity C?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.4641103224646158,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H73CFW = How many days per week do you do exercise/activity C?,0.4641103224646158,0.0
C4BRTHDL = Blood Ratio Total / HDL Cholesterol,C4H73CFW = How many days per week do you do exercise/activity C?,0.4640904359834072,0.0
C4H73CFW = How many days per week do you do exercise/activity C?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.4640904359834072,0.0
C4H73BS = Seasonal exercise/activity B?,C4H73CFW = How many days per week do you do exercise/activity C?,0.46276677211752765,0.0
C4H73CFW = How many days per week do you do exercise/activity C?,C4H73BS = Seasonal exercise/activity B?,0.46276677211752765,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H1P = Have you ever had cancer?,0.46180538158707274,0.0
C4H1P = Have you ever had cancer?,C4BTRIGL = Blood Triglycerides (mg/dL),0.46180538158707274,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73CFW = How many days per week do you do exercise/activity C?,0.461709092181553,0.0
C4H73CFW = How many days per week do you do exercise/activity C?,C4BTRIGL = Blood Triglycerides (mg/dL),0.461709092181553,0.0
C4H73BFW = How many days per week do you do exercise/activity B?,Family history of circulation problems,-0.4616388516847135,0.0
Family history of circulation problems,C4H73BFW = How many days per week do you do exercise/activity B?,-0.4616388516847135,0.0
C1PA26 = Ever had cancer,C4H73BFW = How many days per week do you do exercise/activity B?,0.46064856522334924,0.0
C4H73BFW = How many days per week do you do exercise/activity B?,C1PA26 = Ever had cancer,0.46064856522334924,0.0
C4H73BC = Exercise/Activity B – Coded,total_physical_activity,-0.45929558717613445,0.0
total_physical_activity,C4H73BC = Exercise/Activity B – Coded,-0.45929558717613445,0.0
C4P1F2S = BP (sitting) 2 systolic,C4BTRIGL = Blood Triglycerides (mg/dL),0.4583965561963902,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4P1F2S = BP (sitting) 2 systolic,0.4583965561963902,0.0
C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H73CC = Exercise/Activity C – Coded,0.4582107411556937,0.0
C4H73CC = Exercise/Activity C – Coded,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.4582107411556937,0.0
C4H73DC = Exercise/Activity D – Coded,C4H73CS = Seasonal exercise/activity C?,0.4576703185724647,0.0
C4H73CS = Seasonal exercise/activity C?,C4H73DC = Exercise/Activity D – Coded,0.4576703185724647,0.0
C4H73DFD = How many times per day do you do exercise/activity D?,C4H73CS = Seasonal exercise/activity C?,0.4575077046901722,0.0
C4H73CS = Seasonal exercise/activity C?,C4H73DFD = How many times per day do you do exercise/activity D?,0.4575077046901722,0.0
C4H73CS = Seasonal exercise/activity C?,C4H73DFW = How many days per week do you do exercise/activity D?,0.4574458169906064,0.0
