Variable 1,Variable 2,Spearman Correlation,P-value,N
C4H73BC = Exercise/Activity B – Coded,C4H73GC = Exercise/Activity G – Coded,0.05072306441320615,2.208108492649638e-05,6990
C4H73BC = Exercise/Activity B – Coded,C4H73GS = Seasonal exercise/activity G?,0.05072306441320615,2.208108492649638e-05,6990
C4H73BC = Exercise/Activity B – Coded,C4H73GFD = How many times per day do you do exercise/activity G?,0.050732614411985816,2.2002492555104468e-05,6990
C4H73BC = Exercise/Activity B – Coded,C4H73GFW = How many days per week do you do exercise/activity G?,0.05073977197704644,2.194376347974795e-05,6990
C4H73BC = Exercise/Activity B – Coded,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.050723611769288864,2.2076573214463857e-05,6990
C4H73BC = Exercise/Activity B – Coded,C4H73GI = What is the intensity of exercise/activity G?,0.050740451317360546,2.1938197131430377e-05,6990
C4H73BC = Exercise/Activity B – Coded,C4H60 = Have you now or in the past used tobacco regularly?,-0.12907067171504108,2.3618391501976718e-27,6990
C4H73BC = Exercise/Activity B – Coded,"C4H61 = Have you ever smoked cigarettes regularly-that is, at least a few cigarettes every day?",-0.1296940159932736,1.3251511780161443e-27,6990
C4H73BC = Exercise/Activity B – Coded,C4H61A = Do you currently smoke cigarettes regularly?,-0.14248020908389675,5.028285440715795e-33,6990
C4H73BC = Exercise/Activity B – Coded,"C4H62 = Since we last interviewed you, have you tried to quit smoking?",-0.14847249754143005,9.570806996459333e-36,6990
C4H73BC = Exercise/Activity B – Coded,C4H63 = For how many years did you smoke regularly?,-0.10838405238878324,1.020545899049006e-19,6990
C4H73BC = Exercise/Activity B – Coded,"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",-0.10875357183918635,7.659194035755268e-20,6990
C4H73BC = Exercise/Activity B – Coded,C4H65 = How old were you the last time you smoked regularly?,-0.10531368723763106,1.066956311493818e-18,6990
C4H73BC = Exercise/Activity B – Coded,"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",-0.00952055577023657,0.42611727277232203,6990
C4H73BC = Exercise/Activity B – Coded,"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",-0.12433070921229146,1.7440822224547709e-25,6990
C4H73BC = Exercise/Activity B – Coded,"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",0.0360381264249142,0.0025829434050016926,6990
C4H73BC = Exercise/Activity B – Coded,"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",-0.12079662664788535,3.8766838331504886e-24,6990
C4H73BC = Exercise/Activity B – Coded,C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,0.13615193896916614,2.8149507388811004e-30,6990
C4H73BC = Exercise/Activity B – Coded,C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,0.14161824368733564,1.2113320319685145e-32,6990
C4H73BC = Exercise/Activity B – Coded,C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,-0.11906015116585467,1.7213468429564775e-23,6990
C4H73BC = Exercise/Activity B – Coded,C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,0.03701800512493815,0.0019651923643796347,6990
C4H73BC = Exercise/Activity B – Coded,C4AD59 = Sun AM Minutes To Fall Asleep,0.16280778741988391,1.0039499529517536e-42,6990
C4H73BC = Exercise/Activity B – Coded,C4AD510 = Sun AM How Difficult To Fall Asleep,-0.0003200649040431465,0.9786554388887896,6990
C4H73BC = Exercise/Activity B – Coded,C4AD511 = Sun AM How Many Times Did You Wake,0.030474352382573195,0.010834822260973048,6990
C4H73BC = Exercise/Activity B – Coded,C4AD512 = Sun AM Wake Because of Noise or Activity,0.21620755171613096,9.9784605283797e-75,6990
C4H73BC = Exercise/Activity B – Coded,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",0.06998165685044565,4.711985441705406e-09,6990
C4H73BC = Exercise/Activity B – Coded,"C4AD514 = Sun AM If Woke, Number of Times Left Bed",-0.028047510642492033,0.01902767884479016,6990
C4H73BC = Exercise/Activity B – Coded,C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,-0.002560699232104355,0.8305061591381194,6990
C4H73BC = Exercise/Activity B – Coded,C4AD516 = Sun AM Time Get Out of Bed,0.009251064799182626,0.43933019437890686,6990
C4H73BC = Exercise/Activity B – Coded,C4AD517 = Sun AM How Deeply Did You Sleep,-0.05494555252212231,4.297692856042969e-06,6990
C4H73BC = Exercise/Activity B – Coded,C4AD518 = Sun AM How Well Rested Do You Feel,0.09187371636001025,1.4025890773162013e-14,6990
C4H73BC = Exercise/Activity B – Coded,C4AD519 = Sun AM How Alert Do You Feel,0.1325157915391733,9.347399637534447e-29,6990
C4H73BC = Exercise/Activity B – Coded,C4AD520 = Sun AM Overall Quality of Sleep,-0.023683093247194354,0.04770606027747218,6990
C4H73BC = Exercise/Activity B – Coded,C4WA1SLT = Active 1 Sleep Time,0.1570688390035056,7.514515520275892e-40,6990
C4H73BC = Exercise/Activity B – Coded,C4WA1PSL = Active 1 % Sleep Time,0.1694223188272771,3.591804993119928e-46,6990
C4H73BC = Exercise/Activity B – Coded,C4WA1SLB = Active 1 # Sleep Bouts,0.03434412287059382,0.0040824983462608554,6990
C4H73BC = Exercise/Activity B – Coded,C4WA1ASB = Active 1 Avg Sleep Bouts,0.21800521846732077,5.655102564439474e-76,6990
C4H73BC = Exercise/Activity B – Coded,C4WS2SLT = Sleep 2 Sleep Time,0.10865084532854218,8.296182109002667e-20,6990
C4H73BC = Exercise/Activity B – Coded,C4WS2PSL = Sleep 2 % Sleep Time,-0.05427015911066771,5.629237660001982e-06,6990
C4H73BC = Exercise/Activity B – Coded,C4WS2SLB = Sleep 2 # Sleep Bouts,0.22880747042608013,1.0533669852924336e-83,6990
C4H73BC = Exercise/Activity B – Coded,C4WS2ASB = Sleep 2 Avg Sleep Bouts,-0.04579974600514298,0.0001278993546986565,6990
C4H73BC = Exercise/Activity B – Coded,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.01527756701847769,0.20155080559011868,6990
C4H73BC = Exercise/Activity B – Coded,C4BHDL = Blood HDL Cholesterol (mg/dL),-0.2850928651203415,7.75283688660176e-131,6990
C4H73BC = Exercise/Activity B – Coded,C4BLDL = Blood LDL Cholesterol (mg/dL),0.050542946906729294,2.361436685440652e-05,6990
C4H73BC = Exercise/Activity B – Coded,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.2623044826256527,2.456400246661161e-110,6990
C4H73BC = Exercise/Activity B – Coded,C4H1I = Have you ever had diabetes?,0.07356532562249264,7.377949603478444e-10,6990
C4H73BC = Exercise/Activity B – Coded,C4BHA1C = Blood Hemoglobin A1c %,-0.09784279494011179,2.434455460814996e-16,6990
C4H73BC = Exercise/Activity B – Coded,C4H1B = Have you ever had high blood pressure?,-0.04180687963964585,0.0004719020287471125,6990
C4H73BC = Exercise/Activity B – Coded,C4P1GS = Average BP (sitting) systolic,0.1194464379675826,1.237851124958618e-23,6990
C4H73BC = Exercise/Activity B – Coded,C4P1GD = Average BP (sitting) diastolic,0.1309892328541428,3.952022160750641e-28,6990
C4H73BC = Exercise/Activity B – Coded,C1PA26 = Ever had cancer,0.05450431783972032,5.128184958264998e-06,6990
C4H73BC = Exercise/Activity B – Coded,C1PA28AA = Age breast cancer diagnosed,-0.017038068259693354,0.1543489119398699,6990
C4H73BC = Exercise/Activity B – Coded,C4H1P = Have you ever had cancer?,0.14223041726352642,6.491133825365098e-33,6990
C4H73BC = Exercise/Activity B – Coded,Family history of breast cancer,0.11833184383920053,3.195838689273318e-23,6990
C4H73BS = Seasonal exercise/activity B?,C4H73BFD = How many times per day do you do exercise/activity B?,0.8432631761121797,0.0,6990
C4H73BS = Seasonal exercise/activity B?,C4H73BFW = How many days per week do you do exercise/activity B?,0.6821306958666608,0.0,6990
C4H73BS = Seasonal exercise/activity B?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.8903397736477561,0.0,6990
C4H73BS = Seasonal exercise/activity B?,C4H73BI = What is the intensity of exercise/activity B?,0.877284631099172,0.0,6990
C4H73BS = Seasonal exercise/activity B?,C4H73CC = Exercise/Activity C – Coded,0.5049294950389588,0.0,6990
C4H73BS = Seasonal exercise/activity B?,C4H73CS = Seasonal exercise/activity C?,0.5584679854357661,0.0,6990
C4H73BS = Seasonal exercise/activity B?,C4H73CFD = How many times per day do you do exercise/activity C?,0.4981669708734701,0.0,6990
C4H73BS = Seasonal exercise/activity B?,C4H73CFW = How many days per week do you do exercise/activity C?,0.5039739321843043,0.0,6990
C4H73BS = Seasonal exercise/activity B?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,0.5460629583095153,0.0,6990
C4H73BS = Seasonal exercise/activity B?,C4H73CI = What is the intensity of exercise/activity C?,0.4920948412840066,0.0,6990
C4H73BS = Seasonal exercise/activity B?,C4H73DC = Exercise/Activity D – Coded,0.27451721043645166,4.461158055250169e-121,6990
C4H73BS = Seasonal exercise/activity B?,C4H73DS = Seasonal exercise/activity D?,0.2759075909721285,2.459290815675687e-122,6990
C4H73BS = Seasonal exercise/activity B?,C4H73DFD = How many times per day do you do exercise/activity D?,0.27463254977932106,3.510084156430067e-121,6990
C4H73BS = Seasonal exercise/activity B?,C4H73DFW = How many days per week do you do exercise/activity D?,0.2747377866633591,2.8200957389874174e-121,6990
C4H73BS = Seasonal exercise/activity B?,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,0.27409709520055886,1.0673461535905367e-120,6990
C4H73BS = Seasonal exercise/activity B?,C4H73DI = What is the intensity of exercise/activity D?,0.2744687838910089,4.933472415173252e-121,6990
C4H73BS = Seasonal exercise/activity B?,C4H73EC = Exercise/Activity E – Coded,0.18566705476878456,3.0016095527610844e-55,6990
C4H73BS = Seasonal exercise/activity B?,C4H73ES = Seasonal exercise/activity E?,0.18570733311691695,2.8428373771108776e-55,6990
C4H73BS = Seasonal exercise/activity B?,C4H73EFD = How many times per day do you do exercise/activity E?,0.18551232786989535,3.6980260970000265e-55,6990
C4H73BS = Seasonal exercise/activity B?,C4H73EFW = How many days per week do you do exercise/activity E?,0.18536732474469558,4.495915257726366e-55,6990
C4H73BS = Seasonal exercise/activity B?,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,0.18565522643599983,3.0498908340601836e-55,6990
C4H73BS = Seasonal exercise/activity B?,C4H73EI = What is the intensity of exercise/activity E?,0.18540219198856855,4.289652322768625e-55,6990
C4H73BS = Seasonal exercise/activity B?,C4H73FC = Exercise/Activity F – Coded,0.13752804602999666,7.290884829571233e-31,6990
C4H73BS = Seasonal exercise/activity B?,C4H73FS = Seasonal exercise/activity F?,0.13772484122637577,6.003227260510272e-31,6990
C4H73BS = Seasonal exercise/activity B?,C4H73FFD = How many times per day do you do exercise/activity F?,0.13769864304928883,6.160656314493749e-31,6990
C4H73BS = Seasonal exercise/activity B?,C4H73FFW = How many days per week do you do exercise/activity F?,0.13763942403727425,6.531772538119371e-31,6990
C4H73BS = Seasonal exercise/activity B?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.13763001936341832,6.592717815922999e-31,6990
C4H73BS = Seasonal exercise/activity B?,C4H73FI = What is the intensity of exercise/activity F?,0.1376653656528598,6.366545753444542e-31,6990
C4H73BS = Seasonal exercise/activity B?,C4H73GC = Exercise/Activity G – Coded,0.07677180645764882,1.301990268816108e-10,6990
C4H73BS = Seasonal exercise/activity B?,C4H73GS = Seasonal exercise/activity G?,0.07677180645764882,1.301990268816108e-10,6990
C4H73BS = Seasonal exercise/activity B?,C4H73GFD = How many times per day do you do exercise/activity G?,0.07675064570520385,1.3172889461813534e-10,6990
C4H73BS = Seasonal exercise/activity B?,C4H73GFW = How many days per week do you do exercise/activity G?,0.07679431023633315,1.2859111185339673e-10,6990
C4H73BS = Seasonal exercise/activity B?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.07676661772885374,1.3057254406622609e-10,6990
C4H73BS = Seasonal exercise/activity B?,C4H73GI = What is the intensity of exercise/activity G?,0.07672429428077336,1.3365860737251832e-10,6990
C4H73BS = Seasonal exercise/activity B?,C4H60 = Have you now or in the past used tobacco regularly?,-0.052548640195067615,1.1044460523315432e-05,6990
C4H73BS = Seasonal exercise/activity B?,"C4H61 = Have you ever smoked cigarettes regularly-that is, at least a few cigarettes every day?",-0.05288864139485151,9.683397112635507e-06,6990
C4H73BS = Seasonal exercise/activity B?,C4H61A = Do you currently smoke cigarettes regularly?,-0.06699485895172079,2.064775476420345e-08,6990
C4H73BS = Seasonal exercise/activity B?,"C4H62 = Since we last interviewed you, have you tried to quit smoking?",-0.12063213573185516,4.468825932118986e-24,6990
C4H73BS = Seasonal exercise/activity B?,C4H63 = For how many years did you smoke regularly?,-0.035686054905644964,0.0028451332336076455,6990
C4H73BS = Seasonal exercise/activity B?,"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",-0.03781633181966161,0.0015655716134761592,6990
